Env,Rep,Block,Genotype,Female,Male,PED,PHT,EHT,LAE,LAT,LATP,LAI,DTA,DTS,ASI,SDL,SDU,TW,TSL,TBN,KW,KL,KD,KS,KPP,CAN,ZIP,SC,PBP,LDR,LDS,EL,FILL,STG,EW,ERW,KRW,TWA,IPY,TGY
S800,2,14,265,MOB-C1-007-SSD-012,MOB-C1-061-SSD-002,MOB-C1-007-SSD-012 X MOB-C1-061-SSD-002,227,108,780.91,4080.33,23365.85,4.266547039,68,69,1, ,7.353333333,1.45,38.75,9,76.5,109.5,37.5,314128.125,509.12,60,0,95,0,0,1.05,169,145.4,2,40.8,14.8,34.4,61.38023669,0.088513625,9256.687392
S800,3,3,265,MOB-C1-007-SSD-012,MOB-C1-061-SSD-002,MOB-C1-007-SSD-012 X MOB-C1-061-SSD-002, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
S800,1,19,266,MOB-C1-007-SSD-030,MOB-C1-035-DH-004,MOB-C1-007-SSD-030 X MOB-C1-035-DH-004,226,100,649.5,3393.72,16917.78,4.007829573,69,73,4, ,8.3,2.15,32.25,9.5,70,108,44,332640,535.92,60,0,96,2.08,0,6.25,147.6,128.8,4,42,17.4,30.8,57.74201183,0.090975389,10745.378
S800,2,12,266,MOB-C1-007-SSD-030,MOB-C1-035-DH-004,MOB-C1-007-SSD-030 X MOB-C1-035-DH-004,216,92,677.43,3539.64,17404.23,3.831807877,70,73,3, ,7.176666667,1.9,32.6,7.5,71,110.5,42,329511,514.08,67,2,88,0,1.14,17.05,138.2,131,3,43,16.8,30.6,56.5983432,0.092234985,9986.30666
S800,3,8,266,MOB-C1-007-SSD-030,MOB-C1-035-DH-004,MOB-C1-007-SSD-030 X MOB-C1-035-DH-004, , , , , , , , , , , , , , , , , , , , , ,77, , , , , , , , , , , , 
S800,1,19,269,RHM-C1-007-DH-005,RHM-C1-036-DH-004,RHM-C1-007-DH-005 X RHM-C1-036-DH-004, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
S800,2,12,269,RHM-C1-007-DH-005,RHM-C1-036-DH-004,RHM-C1-007-DH-005 X RHM-C1-036-DH-004,206,110,674.29,3523.25,15194.93,4.117457256,69,72,3, ,6.3,1.6,32.85,12.5,71.5,118,41,345917,442.8,63,8,96,0,0,2.08,138.6,121.4,4,42.8,16.4,27,59.46923077,0.106263427,12420.35382
S800,3,5,269,RHM-C1-007-DH-005,RHM-C1-036-DH-004,RHM-C1-007-DH-005 X RHM-C1-036-DH-004,206,109,658.79,3442.23,11510.77,3.768698854,66,67,1, ,8.786666667,2.45,43.2,8.5,70.5,128.5,37.5,339721.875,577.92,63,0,95,0,0,8.42,168.4,146.8,4,46.8,17.2,33.6,60.33585799,0.144763777,15851.7223
S800,1,4,271,MOB-C1-010-DH-001,MOB-C1-061-SSD-020,MOB-C1-010-DH-001 X MOB-C1-061-SSD-020, , , , , , , , , , , , , , , , , , , , , ,79, , , , , , , , , , , , 
S800,2,1,271,MOB-C1-010-DH-001,MOB-C1-061-SSD-020,MOB-C1-010-DH-001 X MOB-C1-061-SSD-020, , , , , , , , , , , , , , , , , , , , , ,92, , , , , , , , , , , , 
S800,3,3,271,MOB-C1-010-DH-001,MOB-C1-061-SSD-020,MOB-C1-010-DH-001 X MOB-C1-061-SSD-020,205,90,672.97,3516.34,23178.08,2.681908904,66,67,1, ,7.426666667,1.2,37.1,8.5,71.5,113.5, ,374500.875,615.6,66,0,94,0,10.64,3.19,158.4,141.2,1,44.8,16.2,38,60.81136095,0.104313493,7957.171585
S800,1,19,272,MOB-C1-059-DH-003,RHM-C1-061-DH-006,MOB-C1-059-DH-003 X RHM-C1-061-DH-006,209,124,700.9,3662.29,20659.8,4.324998754,69,70,1, ,8.36,3.35,39.65,5.5,73.5,114.5,44.5,374500.875,507.36,59,0,96,0,22.92,0,163.8,128.2,5,46.8,16.8,30.2,58.48402367,0.080392954,9495.454631
S800,2,7,272,MOB-C1-059-DH-003,RHM-C1-061-DH-006,MOB-C1-059-DH-003 X RHM-C1-061-DH-006,210,115,674.03,3521.89,15575.12,3.899244894,72,73,1, ,10.24,2.25,35.15,7,74,110,36,293040,436.8,61,4,90,0,0,0,135.2,108.4,4,43,15.6,28,57.02946746,0.102550106,11355.47138
S800,3,19,272,MOB-C1-059-DH-003,RHM-C1-061-DH-006,MOB-C1-059-DH-003 X RHM-C1-061-DH-006,201,91,590.73,3086.62,20349.74,3.645162453,71,73,2, ,7.436666667,2.35,37.15,6,82.5,125,43.5,448593.75,423.12,67,2,96,0,0,0,154.4,124.6,5,46.2,16.4,25.8,56.39431953,0.068788568,8124.825532
S800,1,2,274,MOB-C1-059-DH-002,RHM-C1-036-DH-006,MOB-C1-059-DH-002 X RHM-C1-036-DH-006, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
S800,2,13,274,MOB-C1-059-DH-002,RHM-C1-036-DH-006,MOB-C1-059-DH-002 X RHM-C1-036-DH-006,234,114,697.42,3644.07,14238.5,4.124172076,64,65,1, ,9.236666667,2.15,41.35,6.5,74,118.5,44,385836,499.2,60,0,95,0,0,2.11,178.4,134.8,3,43.4,16,31.2,59.64639053,0.119853307,13566.39293
S800,3,17,274,MOB-C1-059-DH-002,RHM-C1-036-DH-006,MOB-C1-059-DH-002 X RHM-C1-036-DH-006,213,116,669.5,3498.22,16933.59,3.786971563,66,69,3, ,8.113333333,3.3,47.25,6,73.5,111,40.5,330419.25,514.8,63,0,88,0,2.27,11.36,169.4,136.4,4,44,15.6,33,59.04733728,0.093689239,10143.75916
S800,1,15,275,MOB-C1-007-SSD-026,MOB-C1-061-SSD-010,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-010, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
S800,2,18,275,MOB-C1-007-SSD-026,MOB-C1-061-SSD-010,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-010, , , , , , , , , , , , , , , , , , , , , ,81, , , , , , , , , , , , 
S800,3,1,275,MOB-C1-007-SSD-026,MOB-C1-061-SSD-010,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-010,237,113,713.16,3726.33,16847.75,4.308950034,65,66,1, ,8.216666667, , ,8,71,112,41,326032,450.36,59,34,94,0,1.06,4.26,151,135,2,40.6,16.2,27.8,60.3,0.10030698,11600.73629
S800,1,15,276,MOB-C1-059-DH-005,RHM-C1-035-DH-036,MOB-C1-059-DH-005 X RHM-C1-035-DH-036,200,90,642.11,3355.07,19220.84,3.632005348,62,65,3, ,7.76,2.15,44.5,4,72.5,105,43,327337.5,559.44,62,0,88,3.41,12.5,2.27,197.2,166.8,2,42.4,14.8,37.8,61.37467456,0.079162749,8570.972105
S800,2,7,276,MOB-C1-059-DH-005,RHM-C1-035-DH-036,MOB-C1-059-DH-005 X RHM-C1-035-DH-036,196,100,621.24,3246.06,16555.02,3.67372122,65,67,2, ,6.646666667,1.55,43.95,4,79,109.5,44.5,384947.25,543.2,62,0,92,2.17,3.26,5.43,198.2,171.8,3,42.6,14,38.8,60.63905325,0.088923799,10065.43105
S800,3,5,276,MOB-C1-059-DH-005,RHM-C1-035-DH-036,MOB-C1-059-DH-005 X RHM-C1-035-DH-036,215,115,723.95,3782.73,17494.95,4.094961967,63,64,1, ,8.71,2.35,48.1,6,68,110.5,50,375700,530.4,61,0,88,5.68,14.77,4.55,198,157.4,3,40.8,15.6,34,61.03420118,0.098058211,10616.78888
S800,1,13,279,MOB-C1-059-DH-007,RHM-C1-035-DH-041,MOB-C1-059-DH-007 X RHM-C1-035-DH-041, , , , , , , , , , , , , , , , , , , , , ,81, , , , , , , , , , , , 
S800,2,17,279,MOB-C1-059-DH-007,RHM-C1-035-DH-041,MOB-C1-059-DH-007 X RHM-C1-035-DH-041,248,113,554.52,2897.42,11245.91,3.100938088,71,73,2, ,7.576666667,1.6,32.6,8,71,120.5,40.5,346497.75,608.96,60,2,87,0,0,10.34,157.4,143.4,4,42.2,17.6,34.6,61.51195266,0.116844561,12507.033
S800,3,8,279,MOB-C1-059-DH-007,RHM-C1-035-DH-041,MOB-C1-059-DH-007 X RHM-C1-035-DH-041, , , , , , , , , , , , , , , , , , , , , ,79, , , , , , , , , , , , 
S800,1,15,280,MOB-C1-007-SSD-008,MOB-C1-035-SSD-030,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-030,213,103,663.02,3464.33,17677.72,4.048598214,66,67,1, ,7.833333333,2.85,39.35,9,67,110.5,37.5,277631.25,567.6,61,20,96,1.04,2.08,9.38,151.2,131,2,44.2,17.2,33,62.20615385,0.089811464,10497.40436
S800,2,2,280,MOB-C1-007-SSD-008,MOB-C1-035-SSD-030,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-030,225,118,670.45,3503.19,15785.91,3.921629626,66,67,1, ,7.26,1.4,36.6,7.5,68,111,37,279276,514.08,60,16,94,0,1.06,4.26,148.2,130.8,2,42.8,16.8,30.6,61.26863905,0.103961202,11639.63138
S800,3,8,280,MOB-C1-007-SSD-008,MOB-C1-035-SSD-030,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-030,215,95,632.07,3302.65,18897.7,3.49399716,66,70,4, ,5.51,1.65,36.1,7,64.5,104,37.5,251550,545.6,61,22,90,0,2.22,15.56,147.2,117.8,2,41,17.6,31,59.70461538,0.082944677,8776.341533
S800,1,4,281,MOB-C1-059-DH-004,RHM-C1-035-DH-035,MOB-C1-059-DH-004 X RHM-C1-035-DH-035, , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , 
S800,2,15,281,MOB-C1-059-DH-004,RHM-C1-035-DH-035,MOB-C1-059-DH-004 X RHM-C1-035-DH-035,220,110,578.32,3021.76,22990.99,2.527733298,70,70,0, ,9.193333333,1.05,33.8,5,84,115,40.5,391230,450.56, ,0,95,2.11,2.11,18.95,175.2,165,4,41.6,12.8,35.2,61.61585799,0.083273876,6966.974778
S800,3,15,281,MOB-C1-059-DH-004,RHM-C1-035-DH-035,MOB-C1-059-DH-004 X RHM-C1-035-DH-035, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
S800,1,6,284,MOB-C1-007-SSD-032,MOB-C1-061-SSD-013,MOB-C1-007-SSD-032 X MOB-C1-061-SSD-013,239,112,592.11,3093.82,14599.24,3.57753946,65,66,1, ,8.036666667,2.2,38.6,10.33333333,68.5,119,37.5,305681.25,591.36,62,2,96,1.04,5.21,4.17,158,132.8,2,43.8,17.6,33.6,60.36378698,0.09815196,11351.50316
S800,2,4,284,MOB-C1-007-SSD-032,MOB-C1-061-SSD-013,MOB-C1-007-SSD-032 X MOB-C1-061-SSD-013,235,107,631.73,3300.85,12600.92,3.735734103,66,69,3, ,8.023333333,2.15,39.35, ,70,110.5,41,317135,490.56,61,0,94,0,3.19,2.13,146,126,3,43.4,16.8,29.2,62.06485207,0.121382318,13739.46425
S800,3,6,284,MOB-C1-007-SSD-032,MOB-C1-061-SSD-013,MOB-C1-007-SSD-032 X MOB-C1-061-SSD-013,210,110,617.79,3228.01,15142.2,3.812139068,65,66,1, ,8.186666667,1.5,35.95,11,66.5,108.5,36.5,263356.625,427.44,62,6,96,0,1.04,2.08,136,120.8,1,40,15.6,27.4,60.19171598,0.096680311,11419.20362
S800,1,1,285,MOB-C1-059-DH-004,RHM-C1-061-DH-009,MOB-C1-059-DH-004 X RHM-C1-061-DH-009, , , , , , , , , , , , , , , , , , , , , ,59, , , , , , , , , , , , 
S800,2,10,285,MOB-C1-059-DH-004,RHM-C1-061-DH-009,MOB-C1-059-DH-004 X RHM-C1-061-DH-009, , , , , , , , , , , , , , , , , , , , , ,89, , , , , , , , , , , , 
S800,3,11,285,MOB-C1-059-DH-004,RHM-C1-061-DH-009,MOB-C1-059-DH-004 X RHM-C1-061-DH-009,230,110,647.88,3385.26,20030.24,2.873442605,67,68,1, ,7.6,1.85,42.9,6,80.5,110,42.5,376337.5,385.44,64,0,87,0,3.45,13.79,153.8,140,3,38.2,13.2,29.2,61.28615385,0.096642209,8204.317955
S800,1,9,287,MOB-C1-059-DH-003,MOB-C1-061-SSD-029,MOB-C1-059-DH-003 X MOB-C1-061-SSD-029,213,115,682.6,3566.65,13216.84,3.773300242,68,69,1, ,9.563333333,2.3,42.55,6.5,81.5,104.5,42,357703.5,427.68,60,0,89,0,4.49,3.37,154.2,129.2,3,39.6,13.2,32.4,61.5304142,0.126653236,13401.12586
S800,2,4,287,MOB-C1-059-DH-003,MOB-C1-061-SSD-029,MOB-C1-059-DH-003 X MOB-C1-061-SSD-029,225,97,703.15,3674.01,12579.66,3.932075092,70,70,0, ,9.18,1.2,37.35,7,90.5,113.5,41,421141.75,509.12,62,0,87,0,13.79,4.6,163.2,138.8,3,42.4,14.8,34.4,60.2435503,0.132453366,14177.79834
S800,3,6,287,MOB-C1-059-DH-003,MOB-C1-061-SSD-029,MOB-C1-059-DH-003 X MOB-C1-061-SSD-029,223,123,664,3469.45,16069.88,3.841183342,67,68,1, ,8.7,1.55,40.4,6,78,109,41,348582,380.8,60,0,90,0,11.11,11.11,157,134,2,42.4,13.6,28,60.76745562,0.09791277,10841.97469
S800,1,14,288,MOB-C1-007-SSD-014,MOB-C1-036-DH-008,MOB-C1-007-SSD-014 X MOB-C1-036-DH-008,224,109,648.71,3389.59,14754.17,3.836165011,68,70,2, ,7.893333333,1.8,34.3,8.5,67,117.5,42,330645,658.44,59,4,96,2.08,4.17,0,165,151.6,3,46.4,18.6,35.4,61.55360947,0.10871953,12306.14246
S800,2,20,288,MOB-C1-007-SSD-014,MOB-C1-036-DH-008,MOB-C1-007-SSD-014 X MOB-C1-036-DH-008,200,113,668.54,3493.17,16795.66,4.125276786,69,70,1, ,8.266666667,1.1,33.25,7,68,117.5,39.5,315605,543.6,63,6,96,1.04,3.13,0,144,130.2,3,44.8,18,30.2,59.90059172,0.094322242,11140.68494
S800,3,17,288,MOB-C1-007-SSD-014,MOB-C1-036-DH-008,MOB-C1-007-SSD-014 X MOB-C1-036-DH-008,213,116,643.9,3364.44,14199.3,3.435208848,66,69,3, ,7.48,1.7,36.75,7,71.5,115.5,38.5,317942.625,514.96,63,10,91,0,6.59,8.79,132.8,119.2,2,41.6,16.4,31.4,59.5895858,0.117815074,12031.1044
S800,1,8,289,MOB-C1-007-SSD-018,MOB-C1-036-SSD-009,MOB-C1-007-SSD-018 X MOB-C1-036-SSD-009,240,115,763.15,3987.54,18376.19,4.512886012,66,66,0, ,7.23,2.4,41.1,6,72,121.5,40.5,354294,623.04,61,4,95,1.05,2.11,5.26,176.2,154,4,48,17.6,35.4,61.46059172,0.101619293,11502.45493
S800,2,11,289,MOB-C1-007-SSD-018,MOB-C1-036-SSD-009,MOB-C1-007-SSD-018 X MOB-C1-036-SSD-009,210,100,656.65,3431.08,17440.21,3.58766354,66,66,0, ,7.873333333,1.05,36.5,3,66.5,100.5,40,267330,492.8, ,0,94,2.13,0,1.06,156,126.8,1,43.4,16,30.8,59.87585799,0.098668677,10318.69492
S800,3,20,289,MOB-C1-007-SSD-018,MOB-C1-036-SSD-009,MOB-C1-007-SSD-018 X MOB-C1-036-SSD-009, , , , , , , , , , , , , , , , , , , , , ,69, , , , , , , , , , , , 
S800,1,7,291,MOB-C1-010-DH-001,MOB-C1-061-SSD-029,MOB-C1-010-DH-001 X MOB-C1-061-SSD-029, , , , , , , , , , , , , , , , , , , , , ,89, , , , , , , , , , , , 
S800,2,2,291,MOB-C1-010-DH-001,MOB-C1-061-SSD-029,MOB-C1-010-DH-001 X MOB-C1-061-SSD-029, , , , , , , , , , , , , , , , , , , , , ,70, , , , , , , , , , , , 
S800,3,6,291,MOB-C1-010-DH-001,MOB-C1-061-SSD-029,MOB-C1-010-DH-001 X MOB-C1-061-SSD-029,240,116,635.55,3320.81,14237.2,3.390661567,66,66,0, ,8.093333333,1.75,44.05,9.5,84,114.5,51.5,495327,470.56,60,0,91,0,7.69,8.79,162.4,133,2,43.8,13.6,34.6,62.72224852,0.115977712,11843.47573
S800,1,12,292,MOB-C1-059-DH-007,RHM-C1-061-DH-003,MOB-C1-059-DH-007 X RHM-C1-061-DH-003, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
S800,2,12,292,MOB-C1-059-DH-007,RHM-C1-061-DH-003,MOB-C1-059-DH-007 X RHM-C1-061-DH-003,225,99,598.13,3125.29,14705.27,3.383256197,69,70,1, ,6.466666667,1.3,34.2,9.5,67.5,98.5,37.5,249328.125,573,60,0,88,0,1.14,0,177.2,154.4,2,39,15,38.2,58.8887574,0.09638484,10435.61257
S800,3,17,292,MOB-C1-059-DH-007,RHM-C1-061-DH-003,MOB-C1-059-DH-007 X RHM-C1-061-DH-003,215,120,677.05,3537.67,16557.86,3.916715424,70,72,2, ,6.873333333,2.05,40.75,9,73,113,39.5,325835.5,594.08,61,0,90,1.11,0,1.11,174,150.6,2,40.4,15.8,37.6,59.64402367,0.096895713,10729.35506
S800,1,9,293,MOB-C1-059-DH-003,MOB-C1-035-SSD-026,MOB-C1-059-DH-003 X MOB-C1-035-SSD-026,213,102,656.46,3430.05,15064.34,3.628784206,65,66,1, ,8.73,2.45,39.95,6,71,109,41.5,321168.5,515.2,61,0,87,1.15,1.15,1.15,156.2,132.8,2,42,16,32.2,58.68639053,0.104463093,11053.19609
S800,2,9,293,MOB-C1-059-DH-003,MOB-C1-035-SSD-026,MOB-C1-059-DH-003 X MOB-C1-035-SSD-026,196,95,685.43,3581.42,15616.17,4.185441057,63,64,1, ,8.396666667,2.7,43,5,70,109.5,41,314265,486.4,64,0,95,2.11,0,1.05,154.6,127.4,3,42.8,16,30.4,59.57751479,0.104009383,12156.89504
S800,3,15,293,MOB-C1-059-DH-003,MOB-C1-035-SSD-026,MOB-C1-059-DH-003 X MOB-C1-035-SSD-026,225,105,577.94,3019.79,16634.18,3.380498707,67,68,1, ,7.693333333,2.05,41.1,5,88,117,39,401544,574.56,62,0,91,0,1.1,6.59,164.8,145.4,1,41.8,15.2,37.8,58.22449704,0.08233173,9217.967563
S800,1,7,295,MOB-C1-010-DH-001,MOB-C1-061-SSD-014,MOB-C1-010-DH-001 X MOB-C1-061-SSD-014, , , , , , , , , , , , , , , , , , , , , ,94, , , , , , , , , , , , 
S800,2,17,295,MOB-C1-010-DH-001,MOB-C1-061-SSD-014,MOB-C1-010-DH-001 X MOB-C1-061-SSD-014, , , , , , , , , , , , , , , , , , , , , ,92, , , , , , , , , , , , 
S800,3,7,295,MOB-C1-010-DH-001,MOB-C1-061-SSD-014,MOB-C1-010-DH-001 X MOB-C1-061-SSD-014,223,118,728.87,3808.42,18877.74,4.357020988,65,68,3, ,8.786666667,1.45,40.45,9,72.5,115.5,37,309828.75,498.56,60,4,96,0,6.25,2.08,149.6,119.8,1,41.2,15.2,32.8,59.67254438,0.094444023,10806.4729
S800,1,10,296,MOB-C1-059-DH-002,MOB-C1-035-SSD-027,MOB-C1-059-DH-002 X MOB-C1-035-SSD-027,242,119,649.84,3395.48,18953.56,3.884597416,62,62,0, ,8.26,2.15,42.3,5.5,62,104,39.5,254696,534.4,52,2,96,1.04,8.33,0,170.2,140.6,2,43.2,16,33.4,62.43313609,0.083866754,9596.200753
S800,2,11,296,MOB-C1-059-DH-002,MOB-C1-035-SSD-027,MOB-C1-059-DH-002 X MOB-C1-035-SSD-027, , , , , , , , , , , , , , , , , , , , , ,92, , , , , , , , , , , , 
S800,3,6,296,MOB-C1-059-DH-002,MOB-C1-035-SSD-027,MOB-C1-059-DH-002 X MOB-C1-035-SSD-027,220,110,631.75,3300.94,15177.75,3.573405154,62,63,1, ,7.453333333,2.05,39.3,5,71,101,42,301182,505.12,61,2,89,0,6.74,1.12,158,136,2,40.2,15.4,32.8,60.63869822,0.099753667,10800.35635
S800,1,10,298,MOB-C1-059-DH-007,RHM-C1-036-DH-030,MOB-C1-059-DH-007 X RHM-C1-036-DH-030, , , , , , , , , , , , , , , , , , , , , ,80, , , , , , , , , , , , 
S800,2,1,298,MOB-C1-059-DH-007,RHM-C1-036-DH-030,MOB-C1-059-DH-007 X RHM-C1-036-DH-030,264,132,681.86,3562.79,12963.72,3.856865682,66,66,0, ,7.85,2.75,42.65,11.5,69.5,105.5,39.5,289623.875,600.24,61,0,89,1.12,1.12,0,179.6,155.2,3,43.8,16.4,36.6,63.7112426,0.126054694,13647.97565
S800,3,19,298,MOB-C1-059-DH-007,RHM-C1-036-DH-030,MOB-C1-059-DH-007 X RHM-C1-036-DH-030,250,130,628.9,3286.05,14924.6,3.47643707,67,68,1, ,7.436666667,1.65,35.65,6.5,79,100.5,41.5,329489.25,556.32,61,0,89,0,0,2.25,165,146.4,2,38.4,15.2,36.6,60.97183432,0.103336588,10934.0011
S800,1,3,299,RHM-C1-007-DH-005,MOB-C1-036-SSD-001,RHM-C1-007-DH-005 X MOB-C1-036-SSD-001,240,119,758.65,3964,11372.69,3.803564496,66,68,2, ,7.83,2.6,43.5,9,57.5,114.5,40,263350,654.24,54,0,87,0,2.3,1.15,185.8,158.8,5,45.8,18.8,34.8,59.93159763, , 
S800,2,8,299,RHM-C1-007-DH-005,MOB-C1-036-SSD-001,RHM-C1-007-DH-005 X MOB-C1-036-SSD-001, , , , , , , , , , , , , , , , , , , , , ,78, , , , , , , , , , , , 
S800,3,11,299,RHM-C1-007-DH-005,MOB-C1-036-SSD-001,RHM-C1-007-DH-005 X MOB-C1-036-SSD-001, , , , , , , , , , , , , , , , , , , , , ,74, , , , , , , , , , , , 
S800,1,1,300,MOB-C1-059-DH-003,RHM-C1-036-DH-017,MOB-C1-059-DH-003 X RHM-C1-036-DH-017, , , , , , , , , , , , , , , , , , , , , ,60, , , , , , , , , , , , 
S800,2,11,300,MOB-C1-059-DH-003,RHM-C1-036-DH-017,MOB-C1-059-DH-003 X RHM-C1-036-DH-017,192,94,601.15,3141.09,13715.41,3.51627862,66,68,2, ,7.31,2.2,42.05,6.5,79.5,120.5,41.5,397559.625,499.2,66,0,91,0,4.4,14.29,169.2,135.2,3,45.6,16,31.2,57.90650888,0.103863356,11628.67645
S800,3,5,300,MOB-C1-059-DH-003,RHM-C1-036-DH-017,MOB-C1-059-DH-003 X RHM-C1-036-DH-017, , , , , , , , , , , , , , , , , , , , , ,82, , , , , , , , , , , , 
S800,1,4,304,MOB-C1-059-DH-010,MOB-C1-035-SSD-025,MOB-C1-059-DH-010 X MOB-C1-035-SSD-025,210,85,647.92,3385.43,18027.77,3.581576494,60,60,0, ,8.076666667,2.8,44.3,5.5,80,98.5,44.5,350660,383.04,54,0,88,0,2.27,0,167.8,142.2,2,37.4,12.6,30.4,58.89230769,0.087145995,9220.8812
S800,2,12,304,MOB-C1-059-DH-010,MOB-C1-035-SSD-025,MOB-C1-059-DH-010 X MOB-C1-035-SSD-025,198,90,558.97,2920.67,17294.21,3.377325987,63,64,1, ,7.816666667,1.45,38.5,5.5,92,103,40.5,383778,422.4,60,0,95,3.16,7.37,6.32,162,139.8,1,39.2,13.2,32,58.17621302,0.077405092,8952.079505
S800,3,18,304,MOB-C1-059-DH-010,MOB-C1-035-SSD-025,MOB-C1-059-DH-010 X MOB-C1-035-SSD-025,210,105,642.26,3355.86,17195.67,3.963113244,60,61,1, ,8.29,1.8,42.1,4,80.5,99,40.5,322764.75,402.56,62,2,96,0,0,2.08,164,137,1,39.8,13.6,29.6,59.30201183,0.088506591,10453.78086
S800,1,8,305,MOB-C1-007-SSD-002,MOB-C1-036-SSD-005,MOB-C1-007-SSD-002 X MOB-C1-036-SSD-005,233,113,629.78,3290.68,12711.86,3.683741814,66,66,0, ,8.196666667,1.95,40.95,7.5,66.5,119.5,40.5,321843.375,626.08,62,4,96,2.08,1.04,0,162,135.2,4,45.8,17.2,36.4,61.4183432,0.123850585,13866.47263
S800,2,8,305,MOB-C1-007-SSD-002,MOB-C1-036-SSD-005,MOB-C1-007-SSD-002 X MOB-C1-036-SSD-005,213,115,590.52,3085.54,13768.6,3.643887194,65,66,1, ,7.36,1.75,38.65,8.5,65,128.5,40,334100,464.4,59,10,96,2.08,2.08,5.21,139.6,119.4,4,46,18,25.8,60.71005917,0.101632662,12004.14071
S800,3,4,305,MOB-C1-007-SSD-002,MOB-C1-036-SSD-005,MOB-C1-007-SSD-002 X MOB-C1-036-SSD-005,210,105,665.32,3476.35,9916.55,3.934358645,66,66,0, ,8.306666667,2,44,5.5,68,121,38,312664,529.2,61,2,96,1.04,0,1.04,166,138.4,4,46.8,18,29.4,59.09112426, , 
S800,1,3,306,MOB-C1-059-DH-007,MOB-C1-035-SSD-028,MOB-C1-059-DH-007 X MOB-C1-035-SSD-028,239,156,608.65,3180.27,11471.51,3.168922747,68,69,1, ,6.813333333,2.3,36.05,9,69.5,111,44.5,343295.25,554.4,53,0,89,0,7.87,6.74,162.6,141.6,3,42.8,16.8,33,59.85301775,0.138146633,13767.39802
S800,2,7,306,MOB-C1-059-DH-007,MOB-C1-035-SSD-028,MOB-C1-059-DH-007 X MOB-C1-035-SSD-028,210,116,549.11,2869.17,11366.84,3.388362374,68,69,1, ,6.84,1.6,34.15,6,74,112.5,41,341325,537.92,68,0,96,0,1.04,5.21,158.2,140.6,5,41.8,16.4,32.8,60.97171598,0.114474361,13520.91253
S800,3,10,306,MOB-C1-059-DH-007,MOB-C1-035-SSD-028,MOB-C1-059-DH-007 X MOB-C1-035-SSD-028,240,116,617.43,3226.15,19138.54,3.809938218,68,69,1, ,5.77,1.6,36.3,6.5,68.5,101,42,290577,524.8,60,0,96,0,1.04,26.04,151.8,135.2,1,40.4,16,32.8,61.52248521,0.076448204,9029.528256
S800,1,12,307,MOB-C1-007-SSD-005,MOB-C1-035-SSD-006,MOB-C1-007-SSD-005 X MOB-C1-035-SSD-006,235,115,730.61,3817.49,14994.19,4.414363707,64,66,2, ,6.78,1.9,39.7,9.5,67,111.5,38,283879,610.08,60,0,96,2.08,8.33,0,164.2,144.6,2,42.4,16.4,37.2,60.15881657,0.117920676,13637.8012
S800,2,12,307,MOB-C1-007-SSD-005,MOB-C1-035-SSD-006,MOB-C1-007-SSD-005 X MOB-C1-035-SSD-006,210,101,662.95,3463.96,20067.01,4.090783095,67,69,2, ,8.046666667,1.7,38.8,12,67.5,114.5,37,285963.75,508.8,60,14,96,0,0,19.79,137.8,130.4,2,41.4,16,31.8,59.7364497,0.078285608,9246.549638
S800,3,16,307,MOB-C1-007-SSD-005,MOB-C1-035-SSD-006,MOB-C1-007-SSD-005 X MOB-C1-035-SSD-006,220,110,669.93,3500.47,14634.48,4.133895066,64,65,1, ,6.826666667,2.1,41.8,9,66.5,116,34.5,266133,489.6,60,0,96,0,1.04,7.29,146.2,124.8,2,42,16,30.6,61.96674556,0.108477623,12812.61979
S800,1,4,308,MOB-C1-007-SSD-007,MOB-C1-036-SSD-010,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-010,236,106,771.33,4030.28,15870.09,4.164627258,66,68,2, ,8.303333333,2.8,46.4,10,68.5,122,38.5,321744.5, ,60,4,89,0,6.74,0,198,185,4,48.2,18.8,44.8,58.99384615,0.122027421,12611.39887
S800,2,5,308,MOB-C1-007-SSD-007,MOB-C1-036-SSD-010,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-010,249,124,743.95,3887.23,17810.72,3.968993746,66,69,3, ,8.33,3.05,48.65,8.5,67.5,120,40,324000,681.12,61,0,91,2.2,2.2,0,188.6,170.4,3,45.8,17.2,39.6,58.38390533,0.108520955,11082.00244
